Date of submission,AISHE ID,Institution Track ID,Application For,Cycle of Accreditation,Name of the College,Date of establishment of the Institution,Name of the Head of the Institution,Designation,Does the college function from Own Campus,Address of the College,State/UT,District,City,Pin,Phone No,Fax No,Mobile No,Registered Email,Alternate Email,Alternate Faculty Contact Details,Address,State/UT_1,Pin_1,Phone No_1,Fax No_1,Mobile No_1,Email,Alternate Email_1,Website,"Has the Institution completed 6 years of existence /
Years of graduation of last two batches",Nature of the college,College Affiliation,"Is the Institution recognized under section 2(f) of the
UGC Act?","Is the Institution recognized under section 12B of the
UGC Act?
If yes, date of recognition by UGC under section
12B along with latest Plan General Development
Grant release letter","Is the institution recognised as an Autonomous
College by the UGC?","Is the institution recognised as a ‘College with
Potential for Excellence (CPE)’ by the UGC?","Is the institution recognised as a ‘College of
Excellence’ by the UGC?","Is the College offering any programmes recognised
by any Statutory Regulatory Authority (SRA)",State,University Name,Male,Female,Transgender,Total,Date of establishment of IQAC,Date of uploading data on MHRD website for AISHE,Name of the University,Does the University function from Own Campus,Address of the University,Alternate Phone No,City_1,Alternate Phone No_1,Nature of the University,Type of University,"If the University is not under the purview of UGC
indicate the parent Ministry / Authority under which it
was established(attach proof)","Is the institution recognised as a ‘University with
Potential for Excellence (CPE)’ by the UGC?","Is the University offering any programmes recognised
by any Statutory Regulatory Authority (SRA)","Whether the Institution is registered in the National
Academic Depository (NAD) system",Old Name of the Institution,,Ol Name of University
06/04/2023,C-34216,MHCOGN113858,Accreditation,Cycle1,SHREE YASHWANTRAO CHAVAN SHIKSHAN PRASARAK MANDAL'S SINHGAD COLLEGE OF COMMERCE,30/07/2008,Dr. RITIKA HEMDEV,Principal(in-charge),Yes,"Plot no 126, MHADA colony, Chandivali,",MAHARASHTRA,MUMBAI SUBURBAN,MUMBAI,400072,9122-28572094,-,9619332227,scoc.info@sycspm.org,principal.scoc@sycspm.org,Mrs. SAMITA KARANDE IQAC / CIQA coordinator,"Plot no 126, MHADA Colony, Chandivali",MAHARASHTRA,400072,9122-,-,9987027524,samita.scoc@sycspm.org,samita.gharat@gmail.com,http://sinhgad-scocm.in/,"Yes
Year1- 2021 Year2- 2022",Private and Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Maharashtra,University of Mumbai,181,153,0,334,14/06/2022,30/12/2022 ,,,,,MUMBAI,,,,,,,,,,
03/05/2024,C-17151,ASCOGN10630,Accreditation,Cycle4 Cycle Date Grade Score 1 08/01/2004 B+ 75.40 2 28/03/2010 B 2.6 3 20/05/2019 B 2.38 4 18/10/2024 A 3.12,PANDU COLLEGE,05/09/1962,Dr. SANCHAY JYOTI BORA,Principal,Yes,P.O. Pandu P.S. Jalukbari Kamrup (Metro),ASSAM,KAMRUP METROPOLITAN,GUWAHATI,781012,0361-2570450,-,9854078814,iqacpandu@gmail.com,principal@panducollege.ac.in,Mr. DIPJYOTI BARMAN IQAC / CIQA coordinator,P.O. Pandu P.S. Jalukbari Kamrup (Metro),ASSAM,781012,0361-2673698,-,8638787429,dipjyoti.barman@panducollege.ac.in,info@panducollege.ac.in,www.panducollege.ac.in,"Yes
Year1- 2022 Year2- 2023",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
22/10/2009
View Document","Yes
22/10/2009
View Document",No,No,No,No,Assam,Gauhati University,740,1256,0,1996,24/09/2003,17/03/2024 ,,,,,GUWAHATI,,,,,,,,,,
30/12/2018,C-39383,ORCOGN13471,Accreditation,Cycle2 Cycle Date Grade Score 1 31/03/2007 B 71.00 2 09/08/2019 B 2.14,CHIKITI MAHAVIDYALAYA,15/08/1980,Dr. BICHITRA PATTNAIK,Principal(in-charge),Yes,"CHIKITI MAHAVIDYALAYA, CHIKITI AT/PO. CHIKITI DIST. GANJAM",ORISSA,,CHIKITI,761010,0680-2497247,-,8763503963,cmv15.08.1980@gmail.com,bichitrapattnaik2017@gmail.com,Dr. BHABANI PRASAD PANDA IQAC / CIQA coordinator,,ORISSA,761010,-,-,8763503963,nulu22@yahoo.com,narasinghpatnaik@gmail.com,http://www.cmvedu.in,"Yes
Year1- 2017 Year2- 2018",Grant-in-aid,"Affiliated
(Affiliated UG College)","Yes
25/11/1993
View Document","Yes
25/11/1993
View Document",No,No,No,No,Orissa,Berhampur University,485,498,,983,14/05/2014,04/12/2018 ,,,,,CHIKITI,,,,,,,,,,
02/02/2019,C-1433,KACOGN103143,Accreditation,Cycle1,SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,20/08/2010,Dr. THIRUMALESHWARA BHAT,Principal,Yes,SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT VISHWOTHAMA NAGARA PO BANTAKAL UDUPI-574115,KARNATAKA,,UDUPI,574115,0820-2589182,0820-2589184,9449330555,principal@sode-edu.in,iqac@sode-edu.in,Dr. SUDARSHAN RAO K IQAC / CIQA coordinator,SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT VISHWOTHAMA NAGARA PO BANTAKAL,KARNATAKA,574115,0820-2589183,0820-4294006,9448252890,mech@sode-edu.in,sudarshan.mech@sode-edu.in,www.sode-edu.in,"Yes
Year1- 2017 Year2- 2018",Private and Self Financing,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Karnataka,"Visvesvaraya Technological
University",725,508,0,1233,13/07/2015,23/02/2018 ,,,,,,,,,,,,,,,
06/05/2024,C-44385,JHCOGN113397,Accreditation,Cycle1,B.N.SAHA D.A.V TEACHERS TRAINING COLLEGE,10/12/2008,Dr. DR.MUKESH KUMAR SHARMA,Principal,Yes,"BNS DAV TEACHERS TRAINING COLLEGE, Giridih - Madhupur Road , Giridih",JHARKHAND,GIRIDIH,GIRIDIH,815302,62301-222111,-,8292229111,bnsdavttc@gmail.com,pplmukesh.sharma@gmail.com,Prof. POONAM SHARMA Associate Professor,"BNS DAV TEACHERS TRAINING COLLEGE, Giridih - Madhupur Road , Giridih",JHARKHAND,815302,06532-222111,-,7870329999,pritishkumarsharma156@gmail.com,,www.bnsdavttc.in,"Yes
Year1- 2022 Year2- 2023",Private,"Affiliated
(Teacher Education Institutions)",No,No,No,No,No,Yes,Jharkhand,Vinoba Bhave University,73,99,0,172,10/08/2022,10/01/2024 ,,,,,GIRIDIH,,,,,,,,,,
06/02/2024,C-43039,MHCOGN12281,Accreditation,Cycle3 Cycle Date Grade Score 1 28/02/2005 C+ 62.20 2 08/02/2019 B 2.46 3 12/09/2024 B+ 2.53,"SMT. SALUNKABAI RAUT ARTS AND COMMERCE COLLEGE, WANOJA, MANGRULPIR.",23/09/1984,Dr. DEVENDRA R. GAWANDE,Principal,Yes,"At Post- Wanoja, Tq. Mangalurpir, Dist Washim",MAHARASHTRA,WASHIM,WANOJA,444402,07253-268012,07253-268012,9970732667,srcwanoja706@gmail.com,srcwanoja@gmail.com,,"At. Post- Wanoja, Tq- Mangalurpir, Dist-
Washim",MAHARASHTRA,444402,07253-268013,07253-268012,9404830390,jayawaghmare1982@gmail.com,jayabhagat123@gmail.com,https://www.smtsalunkabairaut.com,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)","Yes
27/09/2011
View Document","Yes
27/09/2011
View Document",No,No,No,No,Maharashtra,"Sant Gadge Baba Amravati
University",350,201,0,551,12/07/2004,14/12/2022 ,,,,,WANOJA,,,,,,,,,,
23/03/2024,C-33391,MPCOGN103162,Accreditation,Cycle1,GOVT. DEGREE COLLEGE SHAHPURA,22/09/1983,Mr. AJAY BHUSAN,Principal(in-charge),Yes,"WARD NO 02, TIKARIYA ROAD SHAHPURA, POST - SHAHPURA, TEHSIL - SHAHPURA, DISTRICT - DINDORI,",MADHYA PRADESH,DINDORI,DINDORI,481990,07640-9407063107,07640-9407063107,8959661164,hegcshadin@mp.gov.in,ajay7662bhusan@gmail.com,Mr. SOAN BAHADUR URETI IQAC / CIQA coordinator,"WARD NO 02, TIKARIYA ROAD SHAHPURA, POST - SHAHPURA, TEHSIL - SHAHPURA DISTRICT - DINDORI",MADHYA PRADESH,481990,07640-9340705266,07640-,9340705266,soanbahadur.ureti@mp.gov.in,,"https://highereducation.mp.gov.in/?orgid
=169","Yes
Year1- 2021 Year2- 2022",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
19/03/2007
View Document","Yes
19/03/2007
View Document",No,No,No,No,"Madhya
Pradesh","Rani Durgavati
Vishwavidyalaya",321,487,0,808,12/11/2014,30/01/2024 ,,,,,DINDORI,,,,,,,,,,
21/12/2020,C-1278,KACOGN109717,Accreditation,Cycle1,MAHARAJA INSTITUTE OF TECHNOLOGY MYSORE,21/08/2007,Dr. NARESH KUMAR B G.,Principal,Yes,"Belawadi, Srirangapatna taluk, Mandya District",KARNATAKA,MANDYA,MANDYA,571477,08236-292601,08236-292603,9620228021,principal@mitmysore.in,nareshgowda58@gmail.com,Mr. GODFREY DEVAPUTRA IQAC / CIQA coordinator,"Belawadi, Srirangapatna taluk, Mandya District",KARNATAKA,571477,08236-292601,08236-292605,9620228166,godfreydevaputra_me@mitmysore.in,godfrey.mitmech@yahoomail.com,www.mitmysore.in,"Yes
Year1- 2019 Year2- 2020",Private,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Karnataka,"Visvesvaraya Technological
University",1657,1207,0,2864,27/08/2018,10/03/2020 ,,,,,MANDYA,,,,,,,,,,
02/03/2023,C-42788,WBCOGN11358,Accreditation,Cycle4 Cycle Date Grade Score 1 03/05/2004 C++ 67.70 2 30/09/2009 C 1.91 3 03/03/2015 B 2.01 4 18/10/2023 B 2.46,DR. KANAILAL BHATTACHARYYA COLLEGE,22/09/1985,Dr. KAUSTUBH LAHIRI,Principal,Yes,"DHARMATALA, RAMRAJATALA,SANTRAGACHI,HOWRAH-711104",WEST BENGAL,HOWRAH,HOWRAH,711104,033-26272490,9133-26273341,9903389092,kaustubhkol@gmail.com,iqac.klbc@gmail.com,Dr. MANTU BISWAS,"PALLAB PUKUR, P.O.- SANTRAGACHI, HOWRAH",WEST BENGAL,711104,033-26272470,9133-26273341,9830362966,dr.mantu75@gmail.com,biswasmantu21@gmail.com,drklbcollege.ac.in,"Yes
Year1- 2021 Year2- 2022",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)","Yes
22/10/1994
View Document","Yes
22/10/1994
View Document",No,No,No,No,West Bengal,University of Calcutta,755,1270,0,2025,10/06/2004,14/01/2023 ,,,,,HOWRAH,,,,,,,,,,
14/05/2024,C-33500,MHCOGN113816,Accreditation,Cycle1,SHRI. CHHATRAPATI SHIVAJI EDUCATIONAL SOCIETY'S LATE SAU. S. R. ABHANG MEMORIAL COLLEGE OF ARTS AND COMMERCE,20/06/2006,Mr. SUNIL SHRIKANT SUTAR,Principal(in-charge),Yes,"Padamshri Mohd Rafi Marg, Netaji Section, Ulhasnagar 4",MAHARASHTRA,THANE,ULHASNAGAR,421004,091-9664555736,-,9930740834,latesausrabhang@gmail.com,principal@srabhangcollege.org,Ms. NEHA NANA PAWAR IQAC / CIQA coordinator,"Padamshri Mohd. Rafi Marg, Netaji Section, Ulhasnagar 4",MAHARASHTRA,421004,-,-,9969137579,iqac@srabhangcollege.org,nehapawar766@gmail.com,www.srabhangcollege.org,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Maharashtra,University of Mumbai,135,84,0,219,15/03/2023,03/02/2024 ,,,,,ULHASNAGAR,,,,,,,,,,
08/12/2017,C-18672,MHCOGN101164,Accreditation,Cycle1,ARTS AND COMMERCE COLLEGE BHISI,11/10/1996,Dr.RAJENDRA RAMCHANDRA JANE,Principal,Yes,At.Post. Bhisi Th. Chimur Dist.Chandrapur,MAHARASHTRA,,BHISI,442903,07170-264665,-,9970141792,accbhisi@hotmail.com,,Dr.RAJESH NARAYANRAO SONKUSARE IQAC / CIQA coordinator,At.Post. Bhisi Th. Chimur Dist. Chandrapur,MAHARASHTRA,442903,-,-,8411065372,rajeshns87@gmail.com,,www.accbhisi.in,"Yes
Year1- 2016 Year2- 2017",Grant-in-aid,"Affiliated
(Affiliated UG College)",No,No,No,No,No,No,Maharashtra,Gondwana University,88,146,,234,Not Found,26/03/2017 ,,,,,BHISI,,,,,,,No,,,
19/12/2022,C-19697,TSCOGN113267,Accreditation,Cycle1,SREE DATTHA GROUP OF INSTITUTIONS,01/01/2010,Dr. SENTHIL KUMAR MURUGESAN,Principal,Yes,"Sree Dattha Group of Institutions, Nagarjuna Sagar Road, Sheriguda (V), Ibrahimpatnam (M), Rangareddy District, Greater Hyderabad.",TELANGANA,RANGA REDDY,HYDERABAD,501510,08414-293117,-,8801099932,sdgiprincipal@sreedattha.ac.in,sdgi.backup@gmail.com,Dr. V SAPTHAGIRI Associate Professor,"Nagarjuna Sagar Road, Sheriguda (V), Ibrahimpatnam (M), Rangareddy District",TELANGANA,501510,08414-293118,-,8801099931,sdgicoe@sreedattha.ac.in,vsapthagiri@sreedattha.ac.in,https://www.sreedattha.ac.in/sdgi/,"Yes
Year1- 2021 Year2- 2022",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,Yes,Telangana,"Jawaharlal Nehru
Technological University",812,411,0,1223,11/11/2019,28/03/2022 ,,,,,HYDERABAD,,,,,,,,,,
29/10/2021,C-39247,TNCOGN14540,Re-Assessment,Cycle2 Cycle Date Grade Score 1 10/03/2012 A 3.21 2 16/08/2022 A+ 3.5,K.S. RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),01/01/1994,Dr. R.GOPALAKRISHNAN,Principal,Yes,"KSR Kalvi Nagar, Tiruchengode, Namakkal District.",TAMIL NADU,NAMAKKAL,NAMAKKAL,637215,04288-274748,04288-274745,9994150505,principal@ksrct.ac.in,gopalakrishnan@ksrei.org,Dr. P.PREMKUMAR IQAC / CIQA coordinator,,TAMIL NADU,637215,04288-274742,04288-274741,9790666007,iqac@ksrct.ac.in,premkumar@ksrct.ac.in,www.ksrct.ac.in,"Yes
Year1- 2020 Year2- 2021",Self Financing,"Affiliated
(Autonomous colleges)","Yes
20/06/2006
View Document","Yes
15/12/2011
View Document","Yes
View Document",No,No,Yes,Tamil Nadu,Anna University,2272,707,,2979,12/05/2012,09/01/2019 ,,,,,NAMAKKAL,,,,,,,,,,
18/03/2024,C-44329,MHCOGN115155,Accreditation,Cycle1,SHAHU SHIKSHAN SANSTHA'S GANGABAI GOBBI WOMEN'S COLLEGE OF EDUCATION,30/08/2004,Mr. MALI SADASHIV VITHOBA,Principal(in-charge),Yes,"Gangabai Gobbi Womens College of Education, Jath 435, Vithalnagar Jath, Tal - Jath, Dist - Sangli-416404",MAHARASHTRA,SANGLI,JATH,416404,02344-247405,02344-247405,9518729536,gobbibed123@gmail.com,deepakkolekar21@gmail.com,Mr. KOLEKAR APPASAHEB ISHWARA IQAC / CIQA coordinator,"A/P Rampur, Tal - Jath, Dist - Sangli Pincode - 416404",MAHARASHTRA,416404,02344-9699128255,02344-247405,7499752063,appasahebkol@gmail.com,mansikolekar@gmail.com,https://gangabaigobbibedjat.in,"Yes
Year1- 2022 Year2- 2023",Private,"Affiliated
(Teacher Education Institutions)",No,No,No,No,No,Yes,Maharashtra,"Smt. Nathibai Damodar
Thackersey Women’s
University",,,,,01/07/2023,10/02/2024 ,,,,,JATH,,,,,,,,,,
31/03/2023,C-9025,MHCOGN10922,Accreditation,Cycle3 Cycle Date Grade Score 1 16/02/2004 B 70.10 2 05/05/2014 B 2.51 3 18/10/2023 B 2.47,"KRIDA RASIK EDUCATION SOCIETY INSTITUTE OF MANAGEMENT AND RESEARCH JALGAON SANCHALIT ADV. SITARAM (BABANBHAU) BAHETI ARTS, COMMERCE AND SCIENCE COLLEGE, JALGAON",01/08/1983,Dr. ANIL LOHAR,Principal,Yes,"Khawajamiya Road, Jilha Peth ,Jalagon.",MAHARASHTRA,JALGAON,JALGAON,425001,0257-2226147,0257-2226147,9422776044,sab_jal@yahoo.com,agl1261@gmail.com,,"Khwajamiya Road, Jilha Peth Jalagon",MAHARASHTRA,425001,0257-,0257-2226147,7741828417,rahulsbansod@rediffmail.com,bansodrs1904@gmail.com,www.sabaheticollege.org,"Yes
Year1- 2021 Year2- 2022",Grant-in-aid and Self Financing,"Affiliated
(Affiliated/Constituent Colleges)","Yes
23/01/2007
View Document","Yes
23/01/2007
View Document",No,No,No,No,Maharashtra,"Kavayitri Bahinabai
Chaudhari North Maharashtra
University",661,455,0,1116,11/08/2004,16/01/2023 ,,,,,JALGAON,,,,,,,,,,
08/01/2024,C-11815,KLCOGN10194,Accreditation,Cycle4 Cycle Date Grade Score 1 01/10/2002 A 85.00 2 28/03/2010 A 3.22 3 22/02/2017 A+ 3.52,MAR ATHANASIUS COLLEGE (AUTONOMOUS),13/07/1955,Prof. MANJU KURIAN,Principal,Yes,"Mar Athanasius College (Autonomous), Kothamangalam College P.O., Kothamangalam, Kerala, India 686 666",KERALA,ERNAKULAM,KOTHAMANGALAM,686666,0485-2822512,0485-2822512,9446884663,iqac@macollege.in,principal@macollege.in,Dr. BINU VARGHESE Associate Professor,"Associate Professor, Mar Athanasius
College, Kothamangalam, Kerala, India
686 666",KERALA,686666,0485-2822378,0485-2822512,9495997447,binuvarghese@macollege.in,mac@macollege.in,www.macollege.ac.in,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid,"Affiliated
(Autonomous colleges)","Yes
23/09/2009
View Document","Yes
23/09/2009
View Document","Yes
View Document",No,No,No,Kerala,Mahatma Gandhi University,690,1287,0,1977,03/07/2006,Not Found,,,,,KOTHAMANGALAM,,,,,,,,,,
03/04/2024,C-7376,MHCOGN10894,Accreditation,Cycle4 Cycle Date Grade Score 1 16/02/2004 B++ 84.35 2 30/11/2011 A 3.47 3 27/11/2017 A 3.38 4 18/10/2024 A+ 3.35,SCIENCE COLLEGE,01/01/1963,Dr. D. U. GAWAI,Principal,Yes,"Post Box No. 62, Sneh Nagar, Nanded",MAHARASHTRA,NANDED,NANDED,431605,02462-250465,-,9420538667,principal@sciencecollegenanded.org,principal@sciencecollegenanded.org,Dr. VIBHATI V. KULKARNI IQAC / CIQA coordinator,"Post Box No. 62, Sneh Nagar, Nanded",MAHARASHTRA,431605,02462-251648,-,9850353799,sciencecollege1950@gmail.com,vibhatikul@gmail.com,www.sciencecollegenanded.org,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)","Yes
16/11/2011
View Document","Yes
16/11/2011
View Document",No,"Yes
View Document",No,No,Maharashtra,"Swami Ramanand Teerth
Marathwada University",394,547,0,941,15/06/2005,06/03/2024 ,,,,,NANDED,,,,,,,,,,
23/06/2021,C-41888,MHCOGN101965,Accreditation,Cycle1,GARGI EDUCATION INSTITUTE`S GARGI AGRICULTURE RESEARCH AND TRAINING INSTITUTE,09/10/2006,Dr. P. P SETHY,Principal(in-charge),Yes,"Plot No. 29, Naik Mala, Patil Nagar, Near Trimurthi Chowk, Cidco, Nashik",MAHARASHTRA,NASHIK,NASHIK,422008,0253-2378474,-,7028997709,gartigargi@gmail.com,sonambachhao@gmail.com,Mrs. SONAM RASHTRESH BACHHAO IQAC / CIQA coordinator,"Plot No. 29, Naik Mala, Patil Nagar, Near Trimurthi chowk, Cidco, Nashik",MAHARASHTRA,422008,0253-2308724,0253-2308723,7588557851,desai.sonam99@gmail.com,gartiwine@yahoo.co.in,www.gargiedu.com,"Yes
Year1- 2018 Year2- 2019",Self Financing,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,No,Maharashtra,"Savitribai Phule Pune
University",222,64,0,286,20/09/2019,27/01/2020 ,,,,,NASHIK,,,,,,,,,,
31/03/2023,C-40008,RJCOGN25298,Accreditation,Cycle2 Cycle Date Grade Score 1 22/02/2017 B 2.15 2 09/11/2023 B 2.24,"DR BHIMRAO AMBEDKAR GOVERNMENT P G COLLEGE, NIMBAHERA, RAJASTHAN",24/09/1977,Mr. ISHAQ MOHAMMED,Principal(in-charge),Yes,"Chittorgarh Road, Nimbahera",RAJASTHAN,CHITTORGARH,NIMBAHERA,312601,01477-294559,-,7597173056,college.nimbahera@gmail.com,collegenaac.nimbahera@gmail.com,Mr. BHAGWAN SAHU Associate Professor,,RAJASTHAN,312601,-,-,9413047586,sahubhagwankv@gmail.com,dev.bhadrar1@gmail.com,"www.hte.rajasthan.gov.in/college/gcnimba
hera","Yes
Year1- 2021 Year2- 2022",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
27/05/1990
View Document","Yes
27/05/1990
View Document",No,No,No,No,Rajasthan,"Mohan Lal Sukhadia
University",788,1153,0,1941,28/07/2020,09/12/2022 ,,,,,NIMBAHERA,,,,,,,,,,
15/02/2019,C-41716,MHCOGN10642,Accreditation,Cycle3 Cycle Date Grade Score 1 08/01/2004 B+ 76.05 2 21/02/2014 B 2.67 3 09/08/2019 B++ 2.83,"WAGHIRE COLLEGE OF ARTS, COMMERCE AND SCIENCE",15/06/1972,Dr. NITIN LAXMAN GHORPADE,Principal,Yes,"A/p- Saswad, Tal-Purandar, Dist-Pune",MAHARASHTRA,,SASWAD,412301,02115-222524,02115-222472,8552917007,wc_saswad@pdeapune.org,iqacwcs@gmail.com,,"A/p- Saswad, Tal-Purandar, Pune",MAHARASHTRA,412301,02115-222524,-,9168291358,zagadesanjay2009@gmail.com,zagadesanjay@yahoo.co.in,www.pdea-wcs.org,"Yes
Year1- 2017 Year2- 2018","Private and Grant-in-aid and Self
Financing","Affiliated
(Affiliated PG & Above college)","Yes
16/04/1977
View Document","Yes
16/04/1977
View Document",No,No,No,No,Maharashtra,"Savitribai Phule Pune
University",1610,1867,0,3477,16/08/2004,12/10/2018 ,,,,,SASWAD,,,,,,,,PUNE DISTRICT EDUCATION ASSOCIATION'S WAGHIRE COLLEGE View Document,,
18/10/2023,C-10998,MHCOGN11151,Accreditation,Cycle4 Cycle Date Grade Score 1 03/05/2004 B 73.25 2 05/01/2013 B 2.78 3 28/03/2019 B+ 2.53 4 04/08/2024 A 3.05,"SANT DNYANESHWAR SHIKSHAN SANSTHA'S HON. SHRI. ANNASAHEB DANGE ARTS, COMMERCE AND SCIENCE COLLEGE, HATKANANGALE DIST- KOLHAPUR (MS)",20/06/1998,Dr. YOJANA V. JUGALE,Principal,Yes,"Near Water Tank, Hatkanangale",MAHARASHTRA,KOLHAPUR,HATKANANGALE,416109,0230-2483521,-,9359105155,iqacadacscollege@gmail.com,hat71.cl@unishivaji.ac.in,"Mr.
DIGAMBAR S. KULKARNI
IQAC / CIQA coordinator","Hon. Shri. Annasaheb Dange Arts,
Commerce and Science College,
Hatkanangale Dist Kolhapur",MAHARASHTRA,416109,-,-,9823093043,dskulkarni528@gmail.com,,www.adacsc.in,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid and Self Financing,"Affiliated
(Affiliated/Constituent Colleges)","Yes
20/05/2009
View Document","Yes
20/05/2009
View Document",No,No,No,,Maharashtra,Shivaji University,732,466,0,1198,30/08/2004,05/01/2023 ,,,,,HATKANANGALE,,,,,,,,,,
23/12/2019,C-8372,ASCOGN11784,Accreditation,Cycle3 Cycle Date Grade Score 1 16/09/2004 C++ 68.00 2 10/03/2012 B 2.69 3 26/10/2021 B++ 2.77,JORHAT COLLEGE(AMALGAMATED),24/05/1962,Dr. DEVABRATA SHARMA,Principal,Yes,"Mahatma Gandhi Road, Jorhat Assam",ASSAM,,JORHAT,785001,0376-2301894,-,9435051795,principaljorhatcollege@gmail.com,iqacjc@gmail.com,Dr. SOUMITRA PUZARI IQAC / CIQA coordinator,"Department of History, Jorhat College",ASSAM,785001,-,-,8876186968,soumitrapuzari@gmail.com,iqacjc@gmail.com,www.jorhatcollege.org,"Yes
Year1- 2018 Year2- 2019",Grant-in-aid,"Affiliated
(Affiliated UG College)","Yes
09/01/1975
View Document","Yes
09/01/1975
View Document",No,No,No,No,Assam,Dibrugarh University,381,393,0,774,28/10/2010,28/02/2019 ,,,,,JORHAT,,,,,,,,,,
28/12/2022,C-16316,MLCOGN107897,Accreditation,Cycle1,WILLIAMNAGAR GOVERNMENT COLLEGE,06/05/2000,Mr. RAJIV K MARAK,Principal,Yes,"Williamnagar, East Garo Hills",MEGHALAYA,EAST GARO HILLS,WILLIAMNAGAR,794111,03658-295052,-,6909700319,wgcw2k@gmail.com,wgovtcollege2k@gmail.com,Dr. OM PRAKASH KHADKA IQAC / CIQA coordinator,"Williamnagar Government College Williamnagar, East Garo Hills",MEGHALAYA,794111,03658-9612079024,-,9612079024,iqacwgc19@gmail.com,opk1516@gmail.com,wgcwilliamnagar.edu.in,"Yes
Year1- 2021 Year2- 2022",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
08/11/2012
View Document",No,No,No,No,No,Meghalaya,"North Eastern Hill
University",684,708,0,1392,05/04/2018,19/01/2023 ,,,,,WILLIAMNAGAR,,,,,,,No,,,
19/05/2024,C-12002,WBCOGN116775,Accreditation,Cycle1,MATIABURJ COLLEGE,20/01/2008,Dr. KRISHNAKALI BASU NIYOGI,Principal,Yes,"R-55,Garden Reach Road",WEST BENGAL,KOLKATA,KOLKATA,700024,091-7439620726,-,9836252926,matiaburjcollege.2008@gmail.com,matiaburjprincipal@gmail.com,Dr. SRIPARNA CHATTERJEE IQAC / CIQA coordinator,"R-55, Garden Reach Road",WEST BENGAL,700024,091-9873041929,-,9830463087,matiaburjcollege.iqac@gmail.com,info.sriparna@gmail.com,www.matiaburjcollege.com,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,West Bengal,University of Calcutta,104,562,0,666,19/01/2016,21/03/2024 ,,,,,KOLKATA,,,,,,,No,,,
20/07/2023,C-49977,MHCOGN114932,Accreditation,Cycle1,"KARMAVEER VYANKATRAO RANDHEER ARTS, SCIENCE COMMERCE COLLEGE",15/07/2013,Mr. DASHRATH HASARYA PAWARA,Principal(in-charge),Yes,"AT POST. BORADI, TAL- SHIRPUR",MAHARASHTRA,DHULE,BORADI TAL SHIRPUR,425428,02563-255112,-,7020570013,kvrasc@gmail.com,,Mr. LAKDU UDESING PAWARA IQAC / CIQA coordinator,"KVR ARTS, SCIENCE, COMMERCE COLLEGE BORADI",MAHARASHTRA,425428,,-,9623181196,kvrnaac@gmail.com,,https://kvrascboradi.org/,"Yes
Year1- 2022 Year2- 2023",Private and Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Maharashtra,"Kavayitri Bahinabai
Chaudhari North Maharashtra
University",127,39,0,166,09/07/2018,17/12/2022 ,,,,,BORADI TAL SHIRPUR,,,,,,,,,,
30/12/2019,C-521,GJCOGN13157,Accreditation,Cycle3 Cycle Date Grade Score 1 31/03/2007 A 88.00 2 24/09/2014 A 3.16 3 23/02/2021 B 2.15,"SARVAJANIK EDUCATION SOCIETY, MAGANLAL THAKORDAS BALMUKUNDDAS ARTS COLLEGE",19/06/1918,Dr. M.S. PADVI,Principal,Yes,"Jawaharlal Naheru marg, Athwalines,Surat.",GUJARAT,,SURAT,395001,0261-2660222,0261-2240025,8141772660,mtb.arts@rediffmail.com,chaitanyajdesai@gmai.com,,"M.T.B. Arts College, Jawaharlal Naheru
marg, Athwalines,",GUJARAT,395001,091-9426776243,0261-2540022,9426776243,chaitanyajdesai@gmail.com,,www.mtbarts.org,"Yes
Year1- 2018 Year2- 2019",Grant-in-aid,"Affiliated
(Affiliated PG & Above college)","Yes
31/03/2004
View Document","Yes
31/03/2017
View Document",No,"Yes
View Document",No,No,Gujarat,"Veer Narmad South Gujarat
University",723,1168,,1891,25/06/2008,30/08/2019 ,,,,,SURAT,,,,,,,,,,
